Name,Kategorien,Adresse,Kontaktinformationen,Öffnungszeiten,Website URL,Beschreibung,Image Source URLs,Sonstiges
WOLL Factory Outlet,"Elektro-Großgeräte, Haushalt & Garten, Küche, Möbel & Haushaltswaren, Sonstiges","Heinrich-Barth-Straße 7–11, 66115 Saarbrücken",+49 681 970490,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://woll.de/,"In unserem Factory-Outlet auf den Saarterrassen Saarbrücken findest Du eine große Auswahl unserer Produkte, von der Pfanne bis zum Spritzschutz. Hier bieten wir neben 1. Wahl-Artikeln auch 2. Wahl-Artikel an – beispielsweise Restposten oder Artikel mit kleinen Schönheitsfehlern – mit bis zu 50 % Rabatt. Natürlich beraten Dich unsere kompetenten Mitarbeitenden vor Ort ausführlich bei der Wahl Deines neuen Kochgeschirrs! Im WOLL-Outlet findest Du Produkte aus den Serien Diamond Lite, Logic, Roast it!, Eco Logic QXR, Carbon Steel, Concept, Let’s bake!, Eco Lite QXR, Titan Best, Iron, Nowo, Concept Pro, Diamond Active Lite, Pressure Pro sowie passendes Zubehör.",https://einkaufen.saarbruecken.de/cache/media/attachments/2024/12/115897_x_y_84882d_12.jpg,null
Brot & Sinne,"Bäckerei, Lebensmittel","Kaltenbachstraße 6, 66111 Saarbrücken",+49 681 98805344,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2024/04/110801_x_y_af2eee_04.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/04/110802_x_y_a7c797_04.jpg",null
Opticland die Brille,"Brillen, Kontaktlinsen, Optiker, Gesundheit und Kosmetik","Dudweilerstraße 2, 66111 Saarbrücken",+49 0681 399100,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.opticland-die-brille.de,null,null,null
Shahnaz - Ihr Friseur in der Kappengasse,Gesundheit und Kosmetik,"Kappenstraße 8, 66111 Saarbrücken",+49 681 390000,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Saarbrücker Pfandleihhaus,"Damenschmuck, Damenuhren, Goldschmied, Herrenschmuck, Herrenuhren, Kinderschmuck, Kinderuhren, Schmuck/Uhren, Trauringe, Uhrmacher","Kaiserstraße 23, 66111 Saarbrücken",+49 681 32180,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.pfandleihhaus.com,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2015/07/33183_x_y_0bb2b8_07.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2015/07/33184_x_y_8c1c95_07.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2015/07/33186_x_y_9c1007_07.jpg",null
C&P Coiffure,"Friseur, Gesundheit und Kosmetik, Pflege","Berliner Promenade 17-19, 66111 Saarbrücken",+49 681 34893,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Autre Chose,"Bekleidung/Accessoires, Damenmode","St. Johanner Markt 26, 66111 Saarbrücken",+49 681 34924,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.autre-chose.de,"Klein aber fein! Eine erstaunliche Auswahl an tollen, vorteilhaften Kleidungsstücken aus vorwiegend deutscher/europäischer Produktion: schicke Modelle aus Naturmaterialien u.a. von „Ancora“, „m.p. byStyle“ und „absolut“ beleben das Saarbrücker Modeangebot. Méditerrane Marken aus Frankreich, Italien, Spanien und Portugal in Größe 34-42 mischen sich munter unter die soliden Marken wie beispielsweise „Hopsack“, „Maxima“ oder „Verpass“ und „Mekstone- Österreich“ für die „Frau mit Format“ bis Größe 48/50. Eine große Auswahl an „Swing“-Modellen begleiten Mädchen/Frau ins Party- oder Nachtleben!","https://einkaufen.saarbruecken.de/cache/media/attachments/2020/01/74262_x_y_d4f880_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2020/01/74263_x_y_fceb22_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2020/01/74259_x_y_d77ffc_01.jpg",null
vomFASS,"Feinkost, Gutscheine, Lebensmittel, Spirituosen","St. Johanner Markt 23, 66111 Saarbrücken",0681 98212132,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.vomfass.de/saarbruecken,"Das Besondere an Vom Fass ist die Möglichkeit, die Produkte direkt vor Ort aus Fässern, Amphoren oder Glasballons abzufüllen. Kunden können vor dem Kauf die verschiedenen Produkte probieren und sich von der Expertise des Personals beraten lassen.","https://einkaufen.saarbruecken.de/cache/media/attachments/2024/09/114104_x_y_fcc2b4_09.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/09/114101_x_y_901180_09.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/09/114099_x_y_54d2a0_09.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/09/114103_x_y_6f900d_09.jpg",null
Marienkäfer Naturtextilien,"Babymode, Bekleidung/Accessoires, Kindermode, Kinderschuhe, Schuhe, Sonstiges, Spielwaren, Spielzeug","Mainzer Straße 15, 66111 Saarbrücken", +49 681 95812431,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.marienkaefer-naturtextilien.de,"Der Kinderladen Marienkäfer wurde 2002 als kleiner Hausladen gegründet und befindet sich seit 2014 in einem schönen Jugendstilhaus in der Saarbrücker Mainzer Straße 15, direkt gegenüber Domicil Leidinger. Wir führen Baby- und Kindernaturtextilien aller bekannten Hersteller von Frühgeborenengröße 50 bis Kindergröße 146 und Erstlingsausstattung. Außerdem haben wir ein sorgfältig ausgewähltes Sortiment an Barfussschuhen für Kinder von verschiedenen Herstellern sowie eine kleine, feine Auswahl an Spielwaren.","https://einkaufen.saarbruecken.de/cache/media/attachments/2024/02/109615_x_y_4aaa7d_02.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/02/109616_x_y_e6797a_02.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/02/109619_x_y_66ee77_02.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/02/109617_x_y_050b9f_02.jpg",null
Sporthaus Kohlen,"Bekleidung/Accessoires, Camping & Outdoor, Damenmode, Fitness & Training, Herrenmode, Rucksäcke & Taschen, Running, Schuhe, Snowboard, Skateboard, Sonstiges, Sportausrüstung, Outdoor, Sportbrillen, Sportschuhe, Sportswear, Zubehör","Sulzbachstraße 1, 66111 Saarbrücken",+49 681 936720,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.sporthaus-kohlen.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2015/06/32672_x_y_f25c1b_06.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2015/06/32673_x_y_a9d3e0_06.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2015/06/32674_x_y_397b3d_06.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2015/06/32675_x_y_2c3746_06.jpg",null
Foto + Digital Gressung GmbH,"Bücher, Musik, Filme, Elektronik, Computer, Fachbücher, Gutscheine, Gutscheine, Kamera & Foto, Möbel & Haushaltswaren, Souvenirartikel, Wohnen & Einrichten","Diskontopassage / Bahnhofstraße 31, 66111 Saarbrücken",+49 681 39188,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://gressung.de/,"Foto + Digital Gressung ist ein Familienunternehmen, welches 1904 in Saarbrücken von Paul Gressung gegründet wurde. Es wird jetzt in 3. Generation von Johannes Gressung geleitet. Seit je her steht Foto Gressung für höchste Ansprüche in Sachen Fotografie, Videografie und Beratung. Unser geschultes Fachpersonal berät Sie gerne.","https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108250_x_y_3c43d7_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108249_x_y_e5a473_01.jpg",null
Juwelier Eckstein,"Damenschmuck, Damenuhren, Goldschmied, Herrenschmuck, Herrenuhren, Kinderschmuck, Schmuck/Uhren, Trauringe, Uhrmacher","Bahnhofstraße 1-3, 66111 Saarbrücken",+49 681 34776,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.juwelier-eckstein.de/,"Juwelier Eckstein – Tradition und Exzellenz in Saarbrücken Seit 1913 steht Juwelier Eckstein für herausragende Qualität und meisterhafte Handwerkskunst. Das familiengeführte Unternehmen in dritter Generation bietet in seinem Geschäft am St. Johanner Markt eine exklusive Auswahl an hochwertigen Uhren und Schmuckstücken, die Präzision, Stil und Beständigkeit verkörpern. Marken – Zeitlose Meisterwerke Juwelier Eckstein führt renommierte Uhrenmarken wie Rolex, Tudor, Breitling, Cartier und Chopard. Diese Marken zeichnen sich durch präzise Verarbeitung und stehen für exzellente Qualität. Schmuck für besondere Momente Die Schmuckkollektionen umfassen Kreationen von Christian Bauer, Bron, Chopard, Tamara Comolli und Hans D. Krieger. Diese Stücke werden mit höchster Präzision gefertigt und bieten maßgeschneiderte Optionen für besondere Anlässe – sei es ein Verlobungsring, die Hochzeit oder individuelle Schmuckanfertigungen.","https://einkaufen.saarbruecken.de/cache/media/attachments/2025/01/116566_x_y_bb4ab7_01.png, https://einkaufen.saarbruecken.de/cache/media/attachments/2025/01/116568_x_y_cf18ab_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2025/01/116567_x_y_8c977c_01.png",null
Parfümerie Douglas,"Düfte, Friseur, Gesundheit und Kosmetik, Make-up, Nail Art, Naturkosmetik, Parfümerie, Drogerie, Pflege, Wellness","Bahnhofstraße 47, 66111 Saarbrücken",Filiale: +49 681 36970 -------     Douglas HairDesign : +49 681 906626,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.douglas.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2018/09/63014_x_y_e6771f_09.jpg,null
L'tur Reise Shop Saarbrücken,Sonstiges,"St. Johanner Markt 28, 66111 Saarbrücken",+49 681 99 30 58 ,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.ltur-saarbruecken.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2018/06/60814_x_y_ec207b_06.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2018/06/60815_x_y_11a547_06.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2015/10/35102_x_y_cff981_10.jpg",null
Juwelier Kraemer,"Damenschmuck, Damenuhren, Herrenschmuck, Herrenuhren, Kinderschmuck, Kinderuhren, Schmuck/Uhren","Bahnhofstraße 93, 66111 Saarbrücken",+49 681 387050,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.juwelier-kraemer.de,"Juwelier Kraemer ist in Saarbrücken erste Adresse für hochwertige Uhren und außergewöhnlichen Schmuck. Unsere Schmuckmanufaktur ist seit 1891 weit über die Stadtgrenzen hinaus bekannt. Luxusmarken wie Chopard, Fope, Meister Trauringe, Marco Bicego, Nivrel, Omega, Wellendorff und viele mehr lassen sowohl Damen- als auch Männerherzen höher schlagen. Ebenfalls heißen wir Sie herzlichen willkommen in unserem Trendladen Kraemer Petit, unserem Bereich für die jungen Marken, die Trends setzen im Bereich des Schmucks und der Designuhren. Bei Kraemer Petit finden Sie stets die aktuellen Kollektionen der bekannten Designer und Schmuckhersteller, von Apero Switzerland, über Pandora und Thomas Sabo bis hin zu Michael Korps und Marc Jacobs.","https://einkaufen.saarbruecken.de/cache/media/attachments/2013/10/108_x_y_4d3c1f_10.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2013/10/105_x_y_d56289_10.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2013/10/107_x_y_ffc6b8_10.jpg",null
Malbar,"Basteln, Malen, Geschenkartikel, Sonstiges, Spielwaren","Nauwieserstraße 13, 66111 Saarbrücken",+49 681 40141921,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.malbar-saarbruecken.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2017/06/51270_x_y_4f2537_06.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2017/05/51147_x_y_c94527_05.png, https://einkaufen.saarbruecken.de/cache/media/attachments/2017/06/51268_x_y_4101c7_06.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2017/06/51269_x_y_cd264f_06.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2017/06/51271_x_y_77fe16_06.jpg",null
Saar-Lor-deLuxe,"Feinkost, Lebensmittel, Souvenirartikel, Spirituosen","Cecilienstraße 4, 66111 Saarbrücken",+49 681 40140312,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.saar-lor-deluxe.com,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2022/04/93356_x_y_8ab75e_04.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2022/04/93357_x_y_a27c46_04.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2022/04/93358_x_y_ea698b_04.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2017/09/53337_x_y_7e5a0d_09.jpg",null
SiSenior,"Gesundheit und Kosmetik, Seniorenprodukte","Gerberstraße 27, 66111 Saarbrücken",+49 681 95809500,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.sisenior.de,"Ein einmalig breites Angebot seniorengerechter Artikel kombiniert mit kompetenter und ausführlicher Beratung. Das Sortiment von SiSenior wird seit der Geschäftsgründung im Jahr 2005 durch den Ergotherapeuten Wolfgang Hammes und seine Schwester Annette Scherer kontinuierlich erweitert. Mehr als 500 Artikel aus allen Lebensbereichen finden sich in Geschäft und Online-Shop. Darüber hinaus ist SiSenior Spezialist für Produkte mit Sprachausgabe und berät blinde und sehbehinderte Menschen. Wo sonst findet man sprechende Waagen, Wecker oder Armbanduhren, die auf Knopfdruck ansagen, was man nicht mehr ablesen kann? Das Team von SiSenior ist mit allen Seniorenprodukten bestens vertraut, hilft bei Fragen und unterstützt mit Geduld und Fachkompetenz beim Kauf. Katalog und Online-Shop bieten darüber hinaus die Möglichkeit, bequem von zu Hause aus einzukaufen.","https://einkaufen.saarbruecken.de/cache/media/attachments/2013/10/124_x_y_f882c5_10.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2013/10/123_x_y_ef70e0_10.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2013/10/125_x_y_48e5d7_10.jpg",null
Viktoria Apotheke,"Apotheke, Gesundheit und Kosmetik, Make-up, Naturkosmetik, Pflege","Bahnhofstraße 95+97, 66111 Saarbrücken",+49 681 91005500,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.internet-apotheke.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2014/01/298_x_y_b0af40_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/09/25112_x_y_1be54e_09.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/09/25110_x_y_d47b32_09.jpg",null
"Weltladen ""Kreuz des Südens""","Bücher, Musik, Filme, Fairtrade, Lebensmittel, Möbel & Haushaltswaren, Sachbücher, Wohnen & Einrichten","Evangelisch-Kirch-Straße 8, 66111 Saarbrücken",+49 681 32282,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.weltlaeden.de/saarbruecken/,"Der Weltladen Saarbrücken ist ein Fachgeschäft für Fairen Handel. Er bezieht seine Produkte über spezielle Handelsorganisationen. Diese haben sich verpflichtet, die Konvention der Weltläden einzuhalten, in der die Kriterien für den Fairen Handel der Weltläden festgelegt sind. Sie finden bei uns hochwertige Lebensmittel, viele aus ökologischem Anbau, z. B. Kaffee aus Lateinamerika und Afrika, Tee in vielen Sorten, Honig, Wein, Kakao, Zucker, Schokolade und Gewürze, auch Kunstgewerbe aus zahlreichen Ländern rund um den Globus, wie Hängematten, Korbwaren, Schmuck, Musikinstrumente und Klangschalen und vieles mehr. Alle unsere Waren werden unter menschenwürdigen Bedingungen hergestellt und zu Preisen gehandelt, die ihren Erzeugerinnen und Erzeugern eine eigenständige Existenz ermöglichen, und unsere Kundinnen und Kunden erhalten gute und originelle Produkte, die eine Geschichte erzählen und uns in einer „Weltpartnerschaft“ verbinden.","https://einkaufen.saarbruecken.de/cache/media/attachments/2023/12/107454_x_y_1130d3_12.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2023/12/107453_x_y_00e208_12.jpg",null
brillen.de,"Brillen, Kontaktlinsen, Optiker, Gesundheit und Kosmetik","Bahnhofstraße 31, 66111 Saarbrücken",+49 3375 6703602,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.brillen.de,null,null,null
Friseur Ben,"Friseur, Gesundheit und Kosmetik, Pflege","Türkenstraße 2, 66111 Saarbrücken",+49 681 399563,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Früchte Kreis,"Feinkost, Lebensmittel","Diskontopassage, 66111 Saarbrücken",+49 681 35414,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.fruechtekreis.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108245_x_y_f44ef7_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2024/01/108247_x_y_d847fe_01.jpg",null
Hair by Toni,"Friseur, Gesundheit und Kosmetik","Fröschengasse 23, 66111 Saarbrücken",+49 681 9103237,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.tonizambito.de,null,null,null
il Salotto,"Friseur, Gesundheit und Kosmetik","Kappenstraße 3, 66111 Saarbrücken",+49 681 34243,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.il-salotto.com,null,null,null
StoffWechsel,"Bekleidung/Accessoires, Damenmode, Damenschmuck, Herrenmode, Herrenschmuck, Herrenschuhe, Lederwaren, Schmuck/Uhren, Schuhe","Fürstenstraße 15, 66111 Saarbrücken",+49 681 9386388,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.stoffwechselpk.de,"Die Erfolgsgeschichte von Patrick Kühles Stoffwechsel währt nun schon seit mittlerweile über vierzehn Jahren. 1998 als reine Herrenmodeboutique angelegt, wurde der großen Nachfrage entsprechend 2005 ein Shop für Damen mit gleicher Sortimentsgestaltung angegliedert. Besonderes Augenmerk wird auf die Qualität und die Einzigartigkeit der Produkte gelegt. Stoffwechsel legt großen Wert auf die Herkunft der Waren. Das Hauptaugenmerk liegt deshalb auf Produkten europäischer Herkunft, überwiegend beziehen sie Waren aus Skandinavien, Italien, Deutschland und Österreich.",https://einkaufen.saarbruecken.de/cache/media/attachments/2023/11/107219_x_y_2001ab_11.jpg,null
HAUPTMEISTER Aveda Salon,"Friseur, Gesundheit und Kosmetik","Johannisstraße 14, 66111 Saarbrücken",+49 681 6867458,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.hauptmeister.com/,null,null,null
Friseursalon Salem Zen,"Friseur, Gesundheit und Kosmetik","Cecilienstraße 3, 66111 Saarbrücken",+49 681 68604826,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
Pro Duo,"Friseur, Gesundheit und Kosmetik, Pflege","Viktoriastraße 10, 66111 Saarbrücken",+49 681 9383985 ,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null,null
TOM|CO. Friseure + Kosmetik,"Friseur, Gesundheit und Kosmetik","Kaiserstraße 15, 66111 Saarbrücken",+49 681 9104077,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.tomco.de/salons/friseur-saarbruecken/,null,null,null
Autre Chose,"Bekleidung/Accessoires, Damenmode","St. Johanner Markt 26, 66111 Saarbrücken",+49 681 34924,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.autre-chose.de,"Klein aber fein! Eine erstaunliche Auswahl an tollen, vorteilhaften Kleidungsstücken aus vorwiegend deutscher/europäischer Produktion: schicke Modelle aus Naturmaterialien u.a. von „Ancora“, „m.p. byStyle“ und „absolut“ beleben das Saarbrücker Modeangebot. Méditerrane Marken aus Frankreich, Italien, Spanien und Portugal in Größe 34-42 mischen sich munter unter die soliden Marken wie beispielsweise „Hopsack“, „Maxima“ oder „Verpass“ und „Mekstone- Österreich“ für die „Frau mit Format“ bis Größe 48/50. Eine große Auswahl an „Swing“-Modellen begleiten Mädchen/Frau ins Party- oder Nachtleben!","https://einkaufen.saarbruecken.de/cache/media/attachments/2020/01/74262_x_y_d4f880_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2020/01/74263_x_y_fceb22_01.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2020/01/74259_x_y_d77ffc_01.jpg",null
